accidents,traffic_density,average_speed
19,7.2246,4.7713
21,8.3554,27.141
16,3.9914,44.2303
19,4.4794,43.4012
23,8.5128,29.2508
19,7.7565,49.7848
22,2.8815,5.2562
23,3.2398,23.9298
17,6.7888,38.7562
19,5.632,7.0519
13,1.6223,48.6375
12,3.0993,17.7023
22,8.9998,17.507
15,6.8817,10.6597
26,9.8597,14.4009
23,7.6701,28.8794
23,9.4197,21.4677
18,2.1619,9.6689
23,7.7148,40.457
15,0.2022,3.112
21,6.7076,41.7326
19,4.6928,13.7469
22,3.4676,24.7952
22,8.624,19.0532
30,8.5427,28.5301
10,0.223,39.7995
23,6.0951,49.466
25,3.6783,15.303
31,4.1566,27.6902
23,8.3204,23.3004
17,3.0984,49.9464
28,9.4305,40.4457
26,1.7963,19.8542
23,6.6272,23.844
25,6.7211,12.2978
16,2.522,37.7624
17,3.2475,42.2606
21,8.348,48.2493
29,7.6181,28.2914
14,3.291,33.5342
21,5.3396,22.3029
16,0.6168,30.4564
25,2.0875,17.4375
22,4.8582,36.8845
22,0.8597,1.135
26,8.4333,1.4228
20,7.1801,35.806
26,9.4363,46.5341
34,6.9347,31.6124
32,9.404,36.3264
23,5.5451,41.1967
30,6.0022,18.0837
33,9.7697,5.4057
21,6.4213,46.6546
18,0.3079,46.9285
28,7.238,22.092
19,9.0547,10.8585
26,7.9558,44.6177
17,5.8383,35.4213
25,6.713,0.4114
20,9.9019,5.386
20,0.9066,49.16
19,6.6724,1.9064
12,2.834,14.1278
27,6.4009,27.4248
11,6.0762,9.2178
23,1.5346,11.6027
18,2.0675,17.6484
21,6.2163,13.4777
15,1.2823,40.1678
27,2.6518,25.0137
22,8.3525,13.931
16,3.2709,15.6548
14,4.8806,1.9932
21,9.4114,2.4696
22,2.2715,35.8954
23,3.8963,5.6455
22,6.0646,23.7898
25,7.5534,42.1183
29,9.0165,18.4227
21,9.1547,17.2876
30,7.7664,43.6524
13,2.2833,43.2425
22,0.2481,44.0068
20,3.8377,28.5957
21,1.4155,47.6152
29,7.1039,40.9482
25,6.6113,20.7817
18,0.4397,31.4778
22,8.3659,6.0895
22,2.4874,27.5666
15,4.3223,13.1575
19,6.6793,14.1774
17,4.2942,6.2859
22,4.4129,17.91
13,0.6563,24.0695
19,4.0144,30.0177
23,7.6485,15.2435
30,9.1518,39.6124
26,4.135,26.048
22,4.2359,31.9026
26,7.0263,13.9072
19,9.4277,40.7068
15,2.6706,31.2137
18,4.4014,43.1174
22,7.9597,7.9976
14,6.0969,19.0332
24,1.1059,5.6508
23,6.2773,10.7764
20,1.8675,19.7274
21,5.1022,44.7291
25,5.291,27.852
19,8.762,16.5189
16,4.6249,37.345
26,2.7944,0.9841
12,2.3097,18.5046
12,8.7425,30.0416
21,1.7101,29.1619
16,4.2587,30.3779
15,1.8717,10.575
22,7.733,16.854
22,4.7437,46.5783
26,3.5114,48.6988
13,3.611,15.6019
28,8.5221,32.2252
19,5.5377,12.0648
23,7.1787,18.4264
24,8.9704,39.6167
20,9.0174,25.0589
12,3.2851,42.4795
27,9.5245,31.437
9,0.2488,31.4461
15,3.7684,1.694
18,8.958,37.4835
13,2.7464,48.8933
23,2.7308,23.6514
25,3.0262,7.929
16,6.1231,48.8489
21,4.3833,14.5063
17,7.2673,20.4599
22,8.9491,3.8683
24,6.742,5.5418
13,2.0447,10.8283
21,9.3268,27.4233
19,2.6449,27.8895
18,1.4989,30.3122
11,0.8997,29.1908
26,5.6338,24.7618
19,1.1376,40.1049
17,1.3878,46.695
8,3.0003,13.4881
18,2.8165,6.5097
24,6.0424,21.2544
24,8.1675,1.3211
21,7.6135,44.1659
11,2.6248,11.9853
23,2.4531,27.4648
25,9.6579,5.7547
13,0.0824,27.6629
34,8.7972,1.9497
7,1.9973,38.4403
23,9.4728,47.7711
16,3.4231,15.3488
25,4.4035,12.9107
30,7.0712,22.3997
20,5.8767,30.9987
11,3.1794,9.4481
16,5.5383,40.1654
29,7.3071,9.9267
15,0.4233,0.2737
12,0.112,26.2125
15,4.5807,5.7575
18,1.3184,34.9119
12,6.6434,8.3735
18,2.1405,40.869
29,4.3285,23.5184
20,1.9767,28.3139
23,5.4848,9.3293
19,1.1605,7.3344
15,0.2311,31.5646
21,0.5113,12.773
26,9.5426,19.2963
24,1.4229,23.9725
17,7.0848,11.4817
12,0.6793,39.7712
25,1.0816,46.9712
15,5.0888,21.5947
22,4.6487,45.8774
29,9.5158,44.1341
28,9.4484,8.3024
23,7.7961,8.6691
15,6.021,23.8703
21,4.5496,26.2929
25,3.5618,17.0565
32,9.4709,15.646
21,6.0291,21.5684
27,5.7907,34.524
25,2.319,4.2197
23,0.467,35.5291
24,9.4519,46.312
12,3.1374,38.1753
20,4.4259,9.5838
11,1.1464,4.3741
27,8.3692,24.519
15,0.2763,47.8203
25,8.3399,40.953
16,1.4029,28.1367
14,8.8656,7.1491
20,7.2977,35.6918
22,1.6467,40.6499
20,5.6582,46.7535
22,3.1266,30.6058
16,1.7823,25.7233
25,8.5918,30.9591
23,4.0352,47.1626
18,3.9854,31.4064
18,1.6989,12.8796
24,3.8307,31.8076
18,8.7162,43.9872
23,3.6313,28.3501
23,9.516,25.1349
18,9.4631,36.6685
14,1.449,33.0494
17,1.7731,2.8344
23,8.6267,36.2656
25,3.9276,20.3775
15,0.0437,47.0449
27,2.7387,48.5401
19,5.9763,22.4369
27,7.9927,48.4397
23,1.3339,15.541
14,1.1054,34.1322
29,9.2209,3.7527
13,7.5115,7.2495
26,5.8978,43.2263
31,7.6919,44.6892
22,4.2885,26.6306
25,7.5846,16.9887
21,3.718,22.5512
19,2.4409,43.4812
26,7.2901,10.5497
17,4.1967,14.7435
34,9.8138,39.2721
24,3.4949,46.7635
22,9.2173,4.6464
25,9.3296,40.1886
25,2.4185,32.2534
20,7.9822,11.5386
24,4.3307,37.7909
17,9.1752,36.3958
21,4.5012,7.1015
20,7.443,25.1126
20,4.6697,37.9146
18,2.278,9.5772
11,1.9935,23.1383
21,4.2543,6.0371
14,7.5549,15.3417
23,6.0507,10.8972
13,6.8863,25.2536
19,2.8233,7.0608
21,4.8144,19.1575
16,0.444,13.7581
24,8.1753,37.3024
32,9.8989,34.9835
25,4.0688,4.7465
17,0.1096,47.6742
14,1.6979,37.2341
17,6.5253,30.7979
20,6.1208,23.8851
14,7.8786,8.8961
16,2.5388,48.1008
26,7.6363,0.3929
29,6.8798,34.6241
13,3.2281,25.3722
22,5.4549,45.1291
26,1.4727,19.0349
20,4.5256,25.9322
19,8.812,37.117
17,4.2119,2.3783
27,8.3957,2.7238
23,5.9025,10.5836
25,1.9188,7.3212
23,5.8111,0.3222
25,5.0598,31.1495
28,3.9864,39.7969
18,1.1963,47.8557
18,4.1671,22.045
10,0.7276,13.986
11,0.9877,43.1951
25,4.1592,42.2198
18,3.0538,31.2422
21,9.2554,13.6575
13,3.7571,45.4259
24,7.5786,8.9201
17,5.3025,2.1823
23,7.0409,39.8309
23,2.6012,28.183
27,9.419,12.3234
18,5.3009,33.5448
23,8.3132,38.3358
25,3.6505,42.2273
17,1.0021,14.1063
20,6.7371,1.2794
11,0.0776,25.5019
24,4.7529,42.8039
11,1.928,10.3911
24,6.2738,21.0563
26,9.7942,12.821
28,4.644,0.6681
32,8.175,44.9262
20,5.0778,6.7527
25,4.9584,38.3384
17,9.3042,17.3302
31,8.8997,13.8841
20,7.858,47.0514
20,2.9626,32.86
25,5.4501,34.3461
24,2.239,37.9826
23,4.4392,17.0467
20,4.8421,28.1832
27,8.3164,13.5112
27,8.9603,41.7271
17,4.1462,29.9654
23,0.177,12.1703
20,8.6177,44.9879
7,1.7428,29.042
21,6.2188,24.7515
16,0.2497,1.7244
25,3.9951,45.4901
21,9.8596,47.6137
15,1.0069,28.1299
16,4.2369,22.1257
13,3.0715,17.9783
31,9.0509,13.4024
27,8.6934,28.7265
13,2.377,6.4048
11,0.8119,45.9587
30,6.2714,8.7979
25,3.3637,37.2757
28,6.7208,15.3444
21,0.3212,11.3036
16,1.334,27.8935
20,6.8637,38.2562
15,2.1237,36.3368
28,8.5759,11.6878
23,0.5859,16.5251
22,2.1548,43.4416
26,9.9856,36.1622
15,4.3308,35.6347
18,7.0297,13.4453
27,1.8266,39.6002
14,6.0987,17.9209
23,7.2611,20.0695
18,3.1448,14.3781
22,8.289,6.0695
21,6.0342,21.0197
24,3.8912,0.847
29,5.5764,22.7955
24,5.7676,36.2503
23,1.6554,48.0373
18,4.0273,3.9307
16,3.4343,14.0645
17,4.009,24.7066
29,7.6111,8.5194
17,4.8254,5.8414
17,9.4032,22.6159
15,2.9368,29.0365
11,4.157,41.0104
22,7.8696,49.8902
18,5.4602,38.7135
23,5.4703,11.067
21,0.5334,37.3989
25,3.986,26.8577
20,2.7073,22.5405
27,9.9934,46.7864
16,3.0836,35.1046
23,8.845,34.0847
20,6.7623,0.5878
26,3.4092,43.2536
18,5.4353,39.665
21,8.4054,14.9471
23,8.8337,14.6057
13,1.6039,2.6739
19,3.3957,2.5428
20,3.3522,33.4297
13,0.4204,9.3119
28,5.9824,46.1774
21,8.5482,42.1202
17,3.8157,17.4443
17,7.4004,19.0034
29,6.277,16.3638
22,3.7565,4.6197
24,1.4106,1.5715
24,7.0932,22.6067
29,8.5457,47.152
32,6.8585,45.8625
8,0.1788,40.4919
19,2.1623,31.4297
23,0.6948,42.8111
18,5.7039,25.7534
23,7.5648,9.008
24,1.1058,34.2085
26,8.3834,46.0323
12,5.5551,0.9803
25,6.8997,12.5722
27,9.714,13.2719
14,0.8368,4.952
31,9.0122,11.2747
21,1.261,19.1991
21,3.9296,46.9918
31,8.5144,43.0133
30,9.0625,47.3003
14,5.0637,6.0286
11,5.941,1.4024
17,7.0815,5.4942
16,8.3276,45.7148
18,1.2151,7.8744
20,8.1007,28.6318
21,4.8128,11.3791
14,4.5062,1.0318
16,4.239,4.2311
21,5.0921,35.4899
16,9.4505,9.1183
23,5.482,11.457
27,9.5318,18.8628
19,1.8029,32.8621
19,7.2414,23.4686
28,8.1224,47.2305
19,6.7913,21.7091
18,6.0692,9.9565
22,5.6481,26.8071
17,8.6093,22.5445
16,8.2165,39.3569
10,1.2229,46.7561
18,8.4859,41.8148
13,4.1407,19.452
14,2.537,10.8058
24,8.6977,45.7244
26,4.3202,19.297
28,8.0836,38.5103
16,2.634,49.4764
15,0.0393,28.8721
18,4.9546,23.994
17,1.0023,34.9935
25,7.5438,9.6965
19,2.7608,24.412
17,4.4365,15.6165
14,0.8703,8.2114
27,2.8666,30.5068
27,7.8149,28.7853
21,1.5159,38.0602
16,6.4716,43.6485
23,9.1743,11.0188
24,6.7984,38.9851
23,8.1102,18.3693
18,1.0897,31.4403
16,2.5073,42.512
22,8.9454,12.8093
30,7.1511,30.0481
26,6.3955,24.0159
30,6.6377,39.5289
21,4.142,34.8621
14,0.4456,38.4816
27,7.8444,14.3972
27,6.7871,35.2178
20,4.728,30.2903
16,8.9976,22.834
10,3.3616,18.9172
22,2.9432,16.58
14,8.728,0.4837
28,7.9699,8.4779
24,5.1498,2.9489
18,1.3073,42.4179
17,2.1507,43.0044
16,6.5623,42.3097
22,3.8504,40.896
28,8.3647,11.0665
22,9.4996,24.5893
27,8.0564,45.3922
20,3.7755,37.9891
28,7.8869,0.091
19,3.5144,22.9713
21,1.671,0.5335
20,0.3339,14.0331
15,3.8572,21.7881
33,9.0356,44.645
17,2.3899,32.7192
21,2.0651,18.1242
28,9.6982,24.5327
25,0.25,40.8695
29,7.8578,14.9828
16,3.2137,30.7517
23,0.3749,13.1123
16,9.178,23.9982
12,1.3964,1.2329
15,5.5178,42.6138
17,2.7405,2.4174
14,0.6519,11.218
10,0.4992,16.6756
20,1.1556,31.2581
21,0.7137,36.0017
16,7.6056,4.0226
13,4.8557,2.1733
16,3.4289,39.9495
19,4.1837,35.6083
16,9.2895,41.5775
20,9.1075,33.8269
23,7.1568,37.5506
23,8.8468,18.9519
24,3.1965,29.5092
23,3.8111,40.2696
18,6.1371,8.6059
19,6.2363,21.1411
23,4.817,37.0245
27,4.0066,26.6318
32,9.8618,34.0829
16,8.2112,14.6435
21,4.3498,1.6171
23,7.2729,1.4573
20,2.6956,47.1391
13,1.0017,47.227
26,3.5243,10.5641
17,4.0297,7.3733
13,0.1654,0.907
15,8.1479,11.5628
22,3.5919,16.7176
17,5.8042,12.0621
20,0.7396,39.8692
19,1.75,37.4715
26,8.8969,4.0507
28,6.0869,34.8661
32,9.5028,26.0293
23,9.9875,6.6083
28,3.7186,36.9768
18,2.988,4.3023
25,8.5836,8.8575
33,9.9861,7.4613
20,6.2964,46.9517
26,7.9514,34.9078
27,7.8175,20.5643
22,3.5534,41.1102
22,5.7427,10.798
31,8.3306,46.5547
26,6.8811,34.8499
7,0.2116,27.979
25,3.3671,39.7324
14,1.4448,32.239
16,2.3297,44.3555
20,9.0549,41.4576
21,0.3689,9.8915
21,2.198,11.9832
19,3.0957,3.2549
25,6.1688,11.0099
13,5.341,17.1744
23,2.1827,1.4414
20,1.6424,15.7481
16,2.368,38.5773
13,5.0253,42.0164
9,2.7118,0.4437
19,9.476,0.3574
16,4.6387,7.3154
19,0.588,43.6289
20,7.2927,23.4639
23,3.2885,49.1451
20,6.5349,44.3666
22,2.7959,44.5064
23,5.7074,6.4238
19,7.7215,23.7615
23,9.2801,49.6795
14,2.6113,7.4522
23,3.3486,28.7117
24,4.6427,17.214
29,9.2717,19.3929
30,9.0139,44.5396
15,0.8988,29.3951
11,1.3193,37.9388
22,4.9551,33.6617
15,1.0662,26.4508
22,3.4558,39.5856
19,1.4839,48.5366
13,6.3604,48.341
20,9.495,39.4726
24,9.9673,24.3665
20,3.7524,8.1579
22,5.9901,2.2235
14,8.5627,11.5722
20,1.1746,17.0129
20,6.8956,6.4925
13,4.0884,11.2383
23,2.0615,4.1773
11,4.0275,26.1838
19,0.7596,6.3159
24,6.9541,37.1384
18,2.5274,16.6325
12,3.1141,33.6031
16,1.2108,44.126
18,8.6466,4.3008
18,4.9344,49.45
23,5.7215,32.2622
13,5.6943,2.6683
19,4.1049,15.7001
21,1.9253,44.3123
25,7.4513,29.8117
16,1.2706,14.3611
19,1.0387,47.0247
22,7.1015,39.3626
26,2.0884,36.7769
17,3.0677,44.4214
24,4.7523,38.489
20,4.4935,14.3369
14,7.0858,29.1943
27,6.2343,42.1143
24,6.444,9.0424
21,7.1405,8.1512
10,2.9261,7.9488
23,3.2233,9.7128
17,4.38,5.1615
24,3.0746,41.8815
25,9.8494,40.9159
23,8.1405,7.5684
12,1.6465,35.2769
22,0.0559,31.3488
11,0.4278,13.8097
14,2.4406,11.3684
19,1.1429,12.5293
24,5.3334,36.5315
21,8.58,15.9659
28,7.3675,13.898
19,2.1561,1.1241
20,3.993,45.4118
17,5.0789,37.6352
18,8.1021,23.6392
24,8.3912,47.1463
26,9.0972,14.6766
19,5.0925,33.7353
21,6.9427,15.2575
13,1.118,15.7286
17,5.6529,42.2355
23,2.4869,39.3511
16,4.3172,14.7054
25,6.3405,4.0695
16,2.5699,17.8792
17,0.5219,38.0029
18,0.1023,5.0272
21,0.2216,33.605
14,0.0835,44.4882
24,1.1036,8.9614
17,2.3949,43.1102
18,2.2122,2.5682
30,9.868,33.344
18,3.0601,39.5519
18,1.2742,22.2383
22,5.4556,10.1864
24,8.5796,46.2365
22,6.7806,0.9984
25,2.9608,27.7536
21,5.6162,18.6425
17,7.1486,23.0529
20,7.281,26.8283
24,6.6654,26.7374
20,8.7081,10.1812
30,8.7011,33.9851
23,5.7894,0.9574
21,4.2986,1.0592
29,6.4157,23.9244
26,8.1821,27.0951
18,0.0565,13.7445
25,9.92,27.5838
11,1.8289,25.8055
30,4.7025,17.461
21,8.7203,32.5887
22,2.2504,47.8969
15,4.768,24.5401
23,1.3258,39.3025
24,3.9508,12.3798
14,1.7714,38.0975
21,3.6363,32.4453
20,3.7346,31.9849
30,9.9317,44.6518
28,9.9481,11.6675
19,1.1479,18.4225
24,7.2597,4.1534
16,0.5175,36.306
18,0.3019,42.1934
17,1.0533,20.2917
21,9.6549,17.8413
14,9.4086,32.9326
17,1.9393,3.7795
24,1.6167,14.6921
25,2.4054,18.3106
18,5.1555,25.9295
20,5.697,23.8285
21,2.2159,10.434
19,7.5662,27.0394
18,3.0955,46.2934
25,9.2213,1.3544
29,6.5672,34.0153
30,4.3635,31.2355
22,7.8991,46.2213
27,8.1791,32.2672
21,2.9048,31.2421
17,3.3971,38.4903
22,9.3596,13.3903
20,1.6474,29.7866
18,0.4215,25.9711
19,4.5406,21.9236
15,8.0121,3.9744
19,7.7167,14.6314
31,9.1953,13.9991
27,5.332,36.2125
13,1.0006,46.0328
13,5.8869,11.5394
14,7.784,3.7312
23,0.9333,49.9978
19,1.7266,34.5603
16,0.1229,44.3235
22,5.9365,7.194
25,8.8673,40.0384
27,6.7066,40.6662
21,9.8204,7.5744
21,0.6303,8.0702
23,9.03,14.7726
15,8.1407,10.8394
21,3.1424,48.7705
25,9.7353,18.1472
25,2.8794,38.0653
22,8.893,40.2525
20,8.8075,19.297
31,7.5766,34.1293
31,5.6347,5.39
20,1.2,19.8481
31,5.3197,48.3655
15,3.568,8.4265
15,7.9222,19.2856
26,7.5813,39.5261
26,9.1061,33.2712
22,0.1483,31.5759
17,8.091,42.6629
29,9.3846,1.4547
23,7.893,38.5582
19,1.3019,44.1275
16,0.8128,0.8087
17,0.2085,27.9481
17,6.2875,17.4294
20,6.2967,2.5381
29,9.8691,20.8874
15,3.9804,32.2015
21,3.3191,45.9507
28,6.2442,31.0265
29,8.2561,42.8372
25,9.3677,6.0786
23,8.0312,10.5261
21,4.2667,48.5146
31,6.3491,44.37
24,8.563,11.7613
19,4.9061,31.0487
18,2.1669,18.1316
19,1.6972,23.4299
21,0.0016,43.0439
14,7.1824,36.7856
14,1.111,11.9221
13,2.4384,15.7997
18,2.9788,14.4855
14,5.6038,39.0331
16,3.9796,24.5044
28,6.7467,47.5362
14,0.5564,40.8344
16,1.2394,10.5597
17,4.9921,39.2971
22,3.3696,25.304
22,2.9581,12.6855
16,0.6703,18.1666
18,8.9572,48.6063
20,6.9182,24.1981
18,1.2162,35.9803
22,0.6505,23.8543
24,9.7487,18.5779
13,6.8117,39.821
20,4.1746,42.4162
16,7.0173,3.5945
21,7.5633,13.9489
25,7.7996,25.3936
24,4.7788,15.8249
19,4.2988,39.1792
18,0.1103,5.7367
27,9.2656,39.8899
20,6.0331,30.8943
13,2.0315,14.4684
27,9.196,17.2227
20,9.1493,9.145
26,9.8918,12.6287
23,8.7406,35.8634
31,9.9778,18.7942
23,2.4469,34.3742
19,8.4225,25.7054
26,8.2303,7.2649
14,2.3094,24.9535
11,0.9844,37.8235
27,9.7942,14.8838
13,2.9602,32.4041
23,8.7089,9.9516
10,0.0413,6.7849
21,0.2102,18.0113
27,4.6587,19.4602
27,2.3871,38.0505
31,6.8984,23.0039
20,5.6556,4.0617
16,0.7749,31.7
13,1.6263,23.4627
13,3.8805,16.5822
14,1.856,40.1109
30,7.9222,7.7192
25,4.1607,45.6606
24,0.9343,16.7031
20,4.8434,23.0471
20,0.9084,46.4616
24,1.2894,38.062
23,2.3961,3.7151
27,8.5953,28.9148
23,9.2461,15.5181
21,8.2626,25.4244
21,3.3408,37.1485
14,2.7245,24.8086
12,5.4916,3.5511
27,7.2185,26.499
25,9.9337,1.2065
19,1.3157,17.4205
11,0.4929,23.9015
20,6.9436,32.2337
29,8.3223,25.3103
20,8.4635,7.5973
24,6.7846,46.6109
23,9.5402,32.515
23,5.11,15.8484
17,9.1381,48.297
25,9.6781,44.1289
20,8.4716,7.1745
16,3.0976,32.7715
12,1.9622,28.0035
22,5.4812,9.6404
19,4.5301,11.6738
29,8.7776,28.1887
15,1.0003,16.0644
25,2.5774,41.7416
18,7.518,4.887
23,0.9499,45.7015
26,3.2076,42.0276
29,3.8716,36.9312
30,6.2259,13.1284
14,1.5813,35.7479
17,8.606,21.9385
21,4.4754,31.6879
29,9.1702,15.6277
26,4.6787,41.7929
22,2.7504,2.0288
23,1.4183,34.573
12,0.0375,41.4316
28,5.3216,32.3214
17,1.0716,9.5996
25,3.9173,14.249
22,5.8927,25.7453
16,2.7569,16.4725
14,1.7522,0.2458
26,7.7472,2.0339
35,9.4679,38.3884
16,1.0044,4.1854
17,1.5559,46.4011
27,9.6001,22.1368
12,0.3778,37.9093
25,9.7763,6.2752
19,0.0464,46.3254
21,8.7367,1.6904
22,3.0733,2.1069
21,9.3859,2.7293
15,3.1695,5.1704
17,6.5431,24.3416
20,0.8003,39.4138
18,2.4233,14.2474
23,7.7368,37.2888
13,5.2869,38.703
21,9.2797,45.4139
17,4.2875,7.4676
26,8.6981,6.7767
20,4.4896,6.1048
29,9.7925,17.9655
31,9.5983,24.4706
25,3.2914,23.0805
21,8.8592,12.8524
26,8.4761,31.099
17,2.1068,16.9137
14,6.2429,18.3041
22,0.7268,5.2765
24,8.3671,29.6116
23,1.7455,32.764
26,0.7081,37.8975
15,4.0022,45.2005
26,5.7692,38.3002
20,8.5492,11.7872
21,9.7424,11.7828
17,4.3949,45.7544
13,0.6045,39.5067
27,7.4912,39.1123
25,5.6517,35.9857
22,4.4789,13.3601
18,3.0927,42.3705
11,5.024,7.1442
18,3.3868,17.5009
16,7.5701,17.3237
19,5.4389,28.0066
23,8.7685,23.1722
15,5.4354,22.9904
21,2.3826,27.6786
24,8.5109,20.7709
17,5.5722,12.4992
13,2.0684,33.206
27,6.2351,39.5317
26,3.5772,23.9498
23,8.4441,32.4742
16,4.533,26.7682
15,7.2644,2.9498
19,0.9554,21.1542
22,3.9602,0.4926
20,9.8324,33.094
20,8.0846,25.4081
15,1.5994,6.3416
10,2.7776,27.1096
27,3.2982,44.9213
22,6.5037,17.0245
30,7.5699,49.1184
24,7.4953,47.969
15,5.0987,39.2655
28,8.1082,40.69
13,4.3708,20.5273
16,1.2388,20.1271
22,5.6444,47.7199
28,9.523,18.3098
21,7.9299,4.8436
24,5.787,7.6351
24,6.4681,35.5199
27,9.3056,19.149
18,4.2834,9.9671
19,3.3139,40.6893
24,9.7724,24.4337
18,8.6344,28.3821
21,3.2304,7.6975
25,4.6378,9.6377
21,4.1508,6.2928
16,1.491,25.7271
32,9.5782,38.7829
17,4.0431,36.6143
18,8.7533,13.0615
14,1.8936,42.5775
24,5.4787,5.283
14,0.2396,5.7025
25,7.6422,42.4652
19,5.8091,12.221
15,6.2559,35.4058
7,0.5172,0.454
18,2.1104,4.6801
25,0.7433,30.4644
19,2.8891,9.1208
16,6.2744,1.4107
20,5.6619,23.3473
31,6.1215,16.526
28,5.4925,40.1128
13,2.7303,40.9414
13,2.4451,30.7212
13,1.3706,14.6517
14,8.4907,23.0813
20,6.1648,35.1128
16,1.8651,3.4654
10,1.7721,16.6249
24,8.7304,41.1185
22,7.4273,20.3014
24,6.594,31.2334
18,4.0686,4.8167
13,2.6198,38.8523
26,9.7945,5.0233
29,7.9724,43.0763
24,3.0178,5.3301
30,8.4756,44.5446
22,7.5893,18.1885
22,2.9708,31.2265
17,4.2655,42.3275
13,1.8595,0.5121
24,1.1105,13.2847
32,7.2276,45.4169
16,2.6751,19.4088
25,8.2006,35.3188
19,9.9561,7.0006
17,0.7662,33.9186
16,4.7304,3.658
23,8.0206,35.8663
20,7.8895,16.1902
27,7.6,23.2924
12,3.4899,8.313
18,4.5385,31.3925
21,5.9497,16.8784
26,9.7394,19.1688
20,3.2755,32.6096
20,9.2314,8.9431
20,2.6936,42.6004
19,9.8907,36.9643
28,6.7026,28.8865
14,4.6351,6.4167
24,6.1339,34.3555
9,2.7253,0.905
15,2.7417,40.2198
24,1.1355,15.1899
27,1.1405,5.8606
17,3.4767,8.2244
24,7.6286,48.1567
25,6.0797,38.6915
23,1.0258,11.8936
30,8.5224,48.1733
29,6.0137,7.0059
20,9.6086,36.6764
28,6.7019,32.837
17,1.7517,41.0738
25,4.7378,19.0849
20,6.485,20.0918
15,0.2826,31.2284
10,0.1491,19.9103
12,1.294,2.0675
22,2.5166,36.4854
13,4.2955,32.0473
16,4.8744,21.1856
18,1.3803,15.1415
17,6.7339,16.0363
23,5.9614,37.0514
14,2.9446,36.458
18,0.1366,40.9459
18,0.7765,38.109
13,3.9169,37.8972
20,1.5397,12.5887
16,3.7682,5.0806
17,6.2818,38.0876
15,5.4724,4.9309
16,2.3118,49.1056
27,3.4382,43.7545
27,6.1403,26.6731
25,8.6086,17.6092
29,7.5321,26.3422
28,5.534,36.7151
23,3.6229,37.8165
12,3.6505,3.6833
23,8.7942,40.2427
21,0.3924,32.0749
19,9.8798,2.029
24,6.6438,15.6581
26,6.8114,25.5321
16,0.38,9.4226
19,6.0553,7.762
12,4.8478,0.7141
23,1.0578,45.5775
9,2.7792,2.8054
22,8.9031,18.3006
21,5.4999,10.2886
19,4.1342,37.0517
8,0.7268,35.3592
23,7.1412,40.3111
25,7.0285,30.8404
12,6.1404,29.5827
18,5.1026,20.3555
21,4.3378,31.8179
17,5.9327,5.7603
21,2.334,34.2256
24,9.4126,5.1949
18,5.8879,43.087
16,3.1119,25.2841
17,4.4968,26.5178
19,8.0568,29.2429
21,1.6162,38.8026
25,2.9284,23.9235
18,6.7951,21.3794
14,3.1549,14.4167
20,7.925,6.402
9,1.3045,9.5171
17,7.6269,0.0264
18,0.6835,43.4711
23,0.1259,38.2479
27,8.9822,10.9341
17,5.8134,0.1195
18,3.5183,24.6058
24,2.3259,20.6287
17,6.1689,38.8003
29,5.09,20.1448
26,9.916,43.2056
20,9.8322,4.7919
20,6.3502,18.2929
25,4.4287,46.697
25,4.9114,0.5865
29,6.8248,19.5395
14,1.0157,12.9852
18,3.2835,26.593
21,0.7527,13.9383
23,0.7336,43.4954
18,1.9584,46.8569
19,4.8525,42.4567
20,7.8477,19.9284
29,4.855,49.4967
26,3.3548,36.7518
14,0.8235,17.7804
18,5.503,4.6846
15,2.7127,33.3523
17,6.1493,36.4284
20,9.7719,6.123
12,1.1131,27.4868
14,2.1213,49.3544
19,4.7309,16.3121
28,9.6861,15.0948
30,7.7181,45.1651
21,8.9823,5.8708
22,3.3371,46.6764
22,9.9204,38.9744
15,1.0283,19.542
17,0.5297,4.1774
24,8.556,0.9587
32,9.2726,18.7916
22,0.9059,35.2677
21,1.1343,24.3765
27,0.3317,36.9326
17,1.0451,33.5285
10,2.0942,28.6454
23,9.7008,48.375
21,6.6786,36.4192
24,7.7855,45.7307
14,7.7614,12.108
16,5.3507,35.682
26,7.9749,29.8901
18,5.9581,46.2148
26,3.1455,25.5227
18,5.6111,13.9821
15,5.3351,19.2419
29,8.2345,10.9415
17,9.8173,10.9986
21,4.1104,23.5211
19,7.6339,44.6284
18,0.9976,9.5935
18,7.7683,14.3935
28,3.7142,42.6494
18,0.3939,16.9628
30,3.6325,48.1207
13,6.1064,13.446
9,1.1925,22.1072
21,9.2403,4.7805
14,0.7767,49.6088
33,9.3001,44.5071
22,7.0714,40.8781
23,3.2971,7.8671
25,3.9075,48.4679
23,7.4081,46.4576
22,6.0147,21.7836
24,6.7164,34.0819
28,3.8916,49.6229
24,4.8781,20.4873
27,9.8987,5.6523
9,2.1392,43.389
15,4.1786,23.8243
13,2.9182,49.3485
20,7.6511,27.5446
25,7.6401,1.4739
15,2.9245,24.5863
20,0.8139,35.9031
19,0.1143,1.3015
23,4.2745,20.6724
25,4.1034,7.778
29,9.8839,32.1548
19,4.698,47.8673
15,2.5642,31.2292
29,8.9123,34.7439
21,4.9107,19.8281
15,5.9918,28.157
23,0.9567,27.1929
24,3.8292,37.9803
16,9.4422,42.8456
26,5.8951,33.1443
30,3.445,48.9904
21,6.2567,41.4144
27,9.1041,6.2323
15,2.7399,25.3738
18,5.0512,45.1618
31,9.5869,47.1967
16,1.724,19.0103
